SN,Date ,AEZ1,Year,State,LGA,Location,Village,Lat,Long,Crop,Code,Type,Treatment,B1,B2,G1,G2,Total-Afl,Source
17,,,2012,Kano,Tudun Wada,,,11.2497,8.4047,Maize,KN701,,Control,0.78,3.4,1.8,0,5.97,Large Scale Testing 2012
18,,,2012,Kano,Tudun Wada,,,11.2497,8.4047,Maize,KN707,,Control,0,0,0,0,0,Large Scale Testing 2012
19,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN02,,Control,0,2.42,0,3.08,5.5,Large Scale Testing 2012
20,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN03,,Control,2.21,12.46,4.5,0.69,19.86,Large Scale Testing 2012
21,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN05,,Control,5.16,2.71,0,0,7.87,Large Scale Testing 2012
22,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN07,,Control,0.99,7.79,3.5,1.08,13.35,Large Scale Testing 2012
23,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN10,,Control,0,1.2,0,0,1.2,Large Scale Testing 2012
24,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN11,,Control,4.11,3.21,2.55,1.16,11.04,Large Scale Testing 2012
25,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN13,,Control,7.34,8.52,3.26,0,19.12,Large Scale Testing 2012
26,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN15,,Control,1.87,5.19,2.56,0,9.62,Large Scale Testing 2012
27,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN17,,Control,0,0,0,0,0,Large Scale Testing 2012
28,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN20,,Control,10.57,2.41,9.16,4.64,26.78,Large Scale Testing 2012
29,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN21,,Control,0,0,0,0,0,Large Scale Testing 2012
30,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN25,,Control,1.18,1.3,0,0,2.48,Large Scale Testing 2012
31,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN70,,Control,2.7,2.87,0,1.68,7.24,Large Scale Testing 2012
32,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN71,,Control,0,2.28,0,0,2.28,Large Scale Testing 2012
33,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN72,,Control,4.4,7.59,0,0,11.99,Large Scale Testing 2012
34,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN73,,Control,1.82,0,0,0,1.82,Large Scale Testing 2012
35,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN74,,Control,1.34,1.64,9.71,0.37,13.06,Large Scale Testing 2012
36,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN75,,Control,3.72,0,0,0,3.72,Large Scale Testing 2012
37,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN76,,Control,0,0,0,0,0,Large Scale Testing 2012
38,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN77,,Control,6.84,4.03,0,1.68,12.55,Large Scale Testing 2012
39,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN78,,Control,0,3.38,1.18,0.91,5.47,Large Scale Testing 2012
40,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN79,,Control,9.25,1.92,2.61,1.12,14.9,Large Scale Testing 2012
41,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN80,,Control,3.3,4.77,0,0,8.08,Large Scale Testing 2012
42,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN81,,Control,0.7,4.26,2.34,1.13,8.43,Large Scale Testing 2012
43,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN82,,Control,2.94,5.5,3.37,1.26,13.07,Large Scale Testing 2012
44,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN83,,Control,1.8,2.84,11.2,0,15.84,Large Scale Testing 2012
45,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN85,,Control,1.89,4.88,10.64,0,17.4,Large Scale Testing 2012
46,,,2012,Kano,Gwarzo,,,11.9171,7.9348,Maize,KN86,,Control,8.69,2.22,5.59,0.85,17.36,Large Scale Testing 2012
47,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN609,,Control,0.98,2.3,0,0,3.28,Large Scale Testing 2012
48,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN152,,Control,10.35,4.47,3.27,3.32,21.42,Large Scale Testing 2012
49,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN482,,Control,4.41,1.88,0,0,6.29,Large Scale Testing 2012
50,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN612,,Control,0.87,2.35,0,0,3.22,Large Scale Testing 2012
51,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN601,,Control,11.77,10.83,0,1,23.61,Large Scale Testing 2012
52,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN601,,Control,0,0,0,0,0,Large Scale Testing 2012
53,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN611,,Control,1.66,3.46,0,0,5.12,Large Scale Testing 2012
54,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN600,,Control,0,0,0,0,0,Large Scale Testing 2012
55,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN602,,Control,6.2,4.6,6.65,0.67,18.11,Large Scale Testing 2012
56,,,2012,Kano,Doguwa,,,10.8125,8.7041,Maize,KN603,,Control,2.08,4.23,3.69,0.72,10.72,Large Scale Testing 2012
57,,,2012,Kano,Danbatta,,,12.4382,8.6161,Maize,KN653,,Control,1.97,3.62,1.11,1.66,8.36,Large Scale Testing 2012
58,,,2012,Kano,Danbatta,,,12.4382,8.6161,Maize,KN654,,Control,2.84,2.08,0,0,4.92,Large Scale Testing 2012
59,,,2012,Kano,Danbatta,,,12.4382,8.6161,Maize,KN655,,Control,19.24,1.52,3.45,0,24.21,Large Scale Testing 2012
60,,,2012,Kano,Danbatta,,,12.4382,8.6161,Maize,KN656,,Control,9.52,1.34,1.72,1.27,13.85,Large Scale Testing 2012
524,21-Feb-12,,2012,Kano,Kano Municipal,,,11.96,8.5007,Maize,KN1047M,,,3.7,1.58,8.41,6.64,20.33,NAFDAC Market Survey Sample 2012
525,21-Feb-12,,2012,Kano,Kano Municipal,,,11.96,8.5007,Maize,KN1048M,,,12.06,3.87,0,0,15.93,NAFDAC Market Survey Sample 2012
526,21-Feb-12,,2012,Kano,Kano Municipal,,,11.96,8.5007,Maize,KN1049M,,,1.96,2.19,1.38,0,5.53,NAFDAC Market Survey Sample 2012
527,21-Feb-12,,2012,Kano,Dawakin Tofa,,,12.115,8.3256,Maize,KN1050M,,,3.39,1.46,7.6,10.03,22.48,NAFDAC Market Survey Sample 2012
528,21-Feb-12,,2012,Kano,Dawakin Tofa,,,12.115,8.3256,Maize,KN1051M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
529,21-Feb-12,,2012,Kano,Dawakin Tofa,,,12.115,8.3256,Maize,KN1052M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
530,21-Feb-12,,2012,Kano,Fagge,,,12.0315,8.5213,Maize,KN1053M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
531,21-Feb-12,,2012,Kano,Fagge,,,12.0315,8.5213,Maize,KN1054M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
532,21-Feb-12,,2012,Kano,Fagge,,,12.0315,8.5213,Maize,KN1055M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
533,21-Feb-12,,2012,Kano,Nasarawa,,,11.9971,8.5831,Maize,KN1056M,,,7.42,1.63,0,0,9.05,NAFDAC Market Survey Sample 2012
534,21-Feb-12,,2012,Kano,Nasarawa,,,11.9971,8.5831,Maize,KN1057M,,,3.09,1.8,0,0,4.89,NAFDAC Market Survey Sample 2012
535,21-Feb-12,,2012,Kano,Nasarawa,,,11.9971,8.5831,Maize,KN1058M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
536,21-Feb-12,,2012,Kano,Tarauni,,,11.9768,8.5542,Maize,KN1059M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
537,21-Feb-12,,2012,Kano,Tarauni,,,11.9768,8.5542,Maize,KN1060M,,,6.84,0,15.11,1.05,23,NAFDAC Market Survey Sample 2012
538,21-Feb-12,,2012,Kano,Tarauni,,,11.9768,8.5542,Maize,KN1061M,,,3.15,2.64,1.11,0,6.9,NAFDAC Market Survey Sample 2012
360,15-Feb-12,,2012,Katsina,Sandamu,,,12.9617,8.3609,Maize,KT718M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
361,15-Feb-12,,2012,Katsina,Sabuwa,,,12.9617,8.3609,Maize,KT719M,,,10.51,4.68,0,0,15.19,NAFDAC Market Survey Sample 2012
362,15-Feb-12,,2012,Katsina,Mashi,,,13.0959,8.0029,Maize,KT720M,,,25.67,10.56,0,0,36.23,NAFDAC Market Survey Sample 2012
363,15-Feb-12,,2012,Katsina,Batsari,,,12.7578,7.2491,Maize,KT721M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
364,15-Feb-12,,2012,Katsina,Katsina,,,12.9816,7.6223,Maize,KT722M,,,7.11,3.52,14.53,9.23,34.39,NAFDAC Market Survey Sample 2012
365,15-Feb-12,,2012,Katsina,Jibia,,,13.1027,7.2147,Maize,KT723M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
366,15-Feb-12,,2012,Katsina,Mai'adua,,,13.1468,8.2261,Maize,KT724M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
367,15-Feb-12,,2012,Katsina,Daura,,,13.0315,8.3225,Maize,KT725M,,,23.97,5.66,19.1,16.1,64.83,NAFDAC Market Survey Sample 2012
368,15-Feb-12,,2012,Katsina,Mashi,,,13.0959,8.0029,Maize,KT726M,,,6.67,8.99,0,0,15.66,NAFDAC Market Survey Sample 2012
369,15-Feb-12,,2012,Katsina,Sandamu,,,12.9617,8.3609,Maize,KT727M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
370,15-Feb-12,,2012,Katsina,Sandamu,,,12.9617,8.3609,Maize,KT728M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
371,15-Feb-12,,2012,Katsina,Baure,,,12.8375,8.7457,Maize,KT729M,,,3.2,6.88,0,0,10.08,NAFDAC Market Survey Sample 2012
372,15-Feb-12,,2012,Katsina,Jibia,,,13.1027,7.2147,Maize,KT730M,,,6.81,6.48,0,0,13.29,NAFDAC Market Survey Sample 2012
373,15-Feb-12,,2012,Katsina,Malumfashi,,,11.7929,7.6168,Maize,KT731M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
374,15-Feb-12,,2012,Katsina,Bakori,,,11.5577,7.4246,Maize,KT732M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
375,15-Feb-12,,2012,Katsina,Batsari,,,12.7578,7.2491,Maize,KT733M,,,13.84,8.86,0,0,22.7,NAFDAC Market Survey Sample 2012
376,15-Feb-12,,2012,Katsina,Katsina,,,12.9816,7.6223,Maize,KT734M,,,184.3,1.8,16.87,11.45,214.42,NAFDAC Market Survey Sample 2012
377,15-Feb-12,,2012,Katsina,Mashi,,,13.0959,8.0029,Maize,KT735M,,,3.5,4.99,0,0,8.49,NAFDAC Market Survey Sample 2012
378,15-Feb-12,,2012,Katsina,Baure,,,12.8375,8.7457,Maize,KT736M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
379,15-Feb-12,,2012,Katsina,Daura,,,13.0315,8.3225,Maize,KT737M,,,8.27,1.69,9.81,0,19.77,NAFDAC Market Survey Sample 2012
380,15-Feb-12,,2012,Katsina,Rimi,,,12.8505,7.7064,Maize,KT738M,,,13.42,3.16,0,0,16.58,NAFDAC Market Survey Sample 2012
381,15-Feb-12,,2012,Katsina,Bakori,,,11.5577,7.4246,Maize,KT739M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
382,15-Feb-12,,2012,Katsina,Rimi,,,12.8505,7.7064,Maize,KT740M,,,12.33,1.35,36.89,0,50.57,NAFDAC Market Survey Sample 2012
383,15-Feb-12,,2012,Katsina,Sabuwa,,,11.3267,7.0714,Maize,KT741M,,,6.62,0,0,0,6.62,NAFDAC Market Survey Sample 2012
384,15-Feb-12,,2012,Katsina,Mai'adua,,,13.1468,8.2261,Maize,KT742M,,,5.21,0,11.31,0,16.52,NAFDAC Market Survey Sample 2012
385,15-Feb-12,,2012,Katsina,Dandume,,,11.3907,7.2221,Maize,KT743M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
386,15-Feb-12,,2012,Katsina,Batagarawa,,,12.9049,7.6033,Maize,KT744M,,,9,4.4,0,0,13.4,NAFDAC Market Survey Sample 2012
387,15-Feb-12,,2012,Katsina,Rimi,,,12.8505,7.7064,Maize,KT745M,,,104.71,8.63,55.73,0,169.07,NAFDAC Market Survey Sample 2012
388,15-Feb-12,,2012,Katsina,Batagarawa,,,12.9049,7.6033,Maize,KT746M,,,16.76,0,0,0,16.76,NAFDAC Market Survey Sample 2012
389,15-Feb-12,,2012,Katsina,Katsina,,,12.9816,7.6223,Maize,KT747M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
390,15-Feb-12,,2012,Katsina,Daura,,,13.0315,8.3225,Maize,KT748M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
391,15-Feb-12,,2012,Katsina,Batsari,,,12.7578,7.2491,Maize,KT749M,,,34.41,4.25,0,0,38.66,NAFDAC Market Survey Sample 2012
392,15-Feb-12,,2012,Katsina,Batagarawa,,,12.9049,7.6033,Maize,KT750M,,,5.77,0,13.58,28.66,48.01,NAFDAC Market Survey Sample 2012
393,15-Feb-12,,2012,Katsina,Malumfashi,,,11.7929,7.6168,Maize,KT751M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
394,15-Feb-12,,2012,Katsina,Jibia,,,13.1027,7.2147,Maize,KT752M,,,9.62,10.29,0,0,19.91,NAFDAC Market Survey Sample 2012
395,15-Feb-12,,2012,Katsina,Funtua,,,11.5185,7.3129,Maize,KT753M,,,24.14,5.13,11.5,5.27,46.04,NAFDAC Market Survey Sample 2012
396,15-Feb-12,,2012,Katsina,Funtua,,,11.5185,7.3129,Maize,KT754M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
397,15-Feb-12,,2012,Katsina,Mai'adua,,,13.1468,8.2261,Maize,KT755M,,,2.33,0,6.41,0,8.74,NAFDAC Market Survey Sample 2012
398,15-Feb-12,,2012,Katsina,Dandume,,,11.3907,7.2221,Maize,KT756M,,,7.48,7.03,10.97,10.66,36.14,NAFDAC Market Survey Sample 2012
399,15-Feb-12,,2012,Katsina,Bakori,,,11.5577,7.4246,Maize,KT757M,,,5.05,0,11.7,6.51,23.26,NAFDAC Market Survey Sample 2012
400,15-Feb-12,,2012,Katsina,Malumfashi,,,11.7929,7.6168,Maize,KT758M,,,25.41,3.44,32.31,51.66,112.82,NAFDAC Market Survey Sample 2012
401,15-Feb-12,,2012,Katsina,Baure,,,12.8375,8.7457,Maize,KT759M,,,6.11,5.73,15.7,0,27.54,NAFDAC Market Survey Sample 2012
402,15-Feb-12,,2012,Katsina,Sabuwa,,,11.3267,7.0714,Maize,KT760M,,,4.66,3.92,4.81,0,13.39,NAFDAC Market Survey Sample 2012
403,15-Feb-12,,2012,Katsina,Dandume,,,11.3907,7.2221,Maize,KT761M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
449,17-Feb-12,,2012,Kebbi,Wasagu/Danko,,,11.3799,5.6458,Maize,KB897M,,,6.1,2.15,8.81,9.86,26.92,NAFDAC Market Survey Sample 2012
450,17-Feb-12,,2012,Kebbi,Jega,,,12.2258,4.3822,Maize,KB898M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
451,17-Feb-12,,2012,Kebbi,Sakaba,,,11.0655,5.5965,Maize,KB899M,,,23.44,3.93,8.71,0.66,36.74,NAFDAC Market Survey Sample 2012
452,17-Feb-12,,2012,Kebbi,Birni Kebbi,,,12.4318,4.1956,Maize,KB900M,,,41.89,8.13,32.23,1.9,84.15,NAFDAC Market Survey Sample 2012
453,17-Feb-12,,2012,Kebbi,Maiyama,,,11.8103,4.3565,Maize,KB901M,,,20.17,1.51,10.21,1.2,33.09,NAFDAC Market Survey Sample 2012
454,17-Feb-12,,2012,Kebbi,Birni Kebbi,,,12.4318,4.1956,Maize,KB902M,,,4.83,3.29,4.49,7.03,19.64,NAFDAC Market Survey Sample 2012
455,17-Feb-12,,2012,Kebbi,Birni Kebbi,,,12.4318,4.1956,Maize,KB903M,,,9.61,5.31,3.8,0.75,19.47,NAFDAC Market Survey Sample 2012
456,17-Feb-12,,2012,Kebbi,Jega,,,12.2258,4.3822,Maize,KB904M,,,11.13,16.92,0,0,28.05,NAFDAC Market Survey Sample 2012
457,17-Feb-12,,2012,Kebbi,Augie ,,,12.8932,4.5999,Maize,KB905M,,,8.22,2.88,2.45,0,13.55,NAFDAC Market Survey Sample 2012
458,17-Feb-12,,2012,Kebbi,Yauri,,,10.9925,4.5212,Maize,KB906M,,,11.03,12.61,3.47,1.27,28.38,NAFDAC Market Survey Sample 2012
459,17-Feb-12,,2012,Kebbi,Jega,,,12.2258,4.3822,Maize,KB907M,,,8.56,4,3.37,8.09,24.02,NAFDAC Market Survey Sample 2012
460,17-Feb-12,,2012,Kebbi,Arewa Dandi,,,12.6857,4.0815,Maize,KB908M,,,10.95,16.63,0,0,27.58,NAFDAC Market Survey Sample 2012
461,17-Feb-12,,2012,Kebbi,Arewa Dandi,,,12.6857,4.0815,Maize,KB909M,,,37.15,14.69,11.17,3.28,66.29,NAFDAC Market Survey Sample 2012
462,17-Feb-12,,2012,Kebbi,Aleiro,,,12.3562,4.4388,Maize,KB910M,,,7.12,8.48,4.46,2.07,22.13,NAFDAC Market Survey Sample 2012
463,17-Feb-12,,2012,Kebbi,Wasagu/Danko,,,11.3799,5.6458,Maize,KB911M,,,4.07,4.14,3.02,0,11.23,NAFDAC Market Survey Sample 2012
464,17-Feb-12,,2012,Kebbi,Suru,,,11.9253,4.1834,Maize,KB912M,,,7.52,4.89,4.06,2.58,19.05,NAFDAC Market Survey Sample 2012
465,17-Feb-12,,2012,Kebbi,Dandi,,,11.7295,3.7121,Maize,KB913M,,,4.91,2.3,2.21,1.63,11.05,NAFDAC Market Survey Sample 2012
466,17-Feb-12,,2012,Kebbi,Dandi,,,11.7295,3.7121,Maize,KB914M,,,4.98,6.46,4.91,1.36,17.71,NAFDAC Market Survey Sample 2012
467,17-Feb-12,,2012,Kebbi,Argungu,,,11.7295,3.7121,Maize,KB915M,,,2.92,4.22,3.4,0.94,11.48,NAFDAC Market Survey Sample 2012
468,17-Feb-12,,2012,Kebbi,Gwandu,,,12.4986,4.6425,Maize,KB916M,,,1.43,6.41,0,0,7.84,NAFDAC Market Survey Sample 2012
469,17-Feb-12,,2012,Kebbi,Zuru,,,11.4384,5.2319,Maize,KB917M,,,0.85,3.44,2.64,2.58,9.51,NAFDAC Market Survey Sample 2012
470,17-Feb-12,,2012,Kebbi,Zuru,,,11.4384,5.2319,Maize,KB918M,,,1.21,3.35,0,0,4.56,NAFDAC Market Survey Sample 2012
471,17-Feb-12,,2012,Kebbi,Argungu,,,11.7295,3.7121,Maize,KB919M,,,4.37,1.73,12.05,3.52,21.67,NAFDAC Market Survey Sample 2012
472,17-Feb-12,,2012,Kebbi,Aleiro,,,12.3562,4.4388,Maize,KB920M,,,4.55,2.02,0,0,6.57,NAFDAC Market Survey Sample 2012
473,17-Feb-12,,2012,Kebbi,Sakaba,,,11.0655,5.5965,Maize,KB921M,,,4.52,3.3,8.98,2.97,19.77,NAFDAC Market Survey Sample 2012
474,17-Feb-12,,2012,Kebbi,Aleiro,,,12.3562,4.4388,Maize,KB922M,,,6.94,9.13,4.17,1.28,21.52,NAFDAC Market Survey Sample 2012
475,17-Feb-12,,2012,Kebbi,Wasagu/Danko,,,11.3799,5.6458,Maize,KB923M,,,3.15,1.61,2.19,0.83,7.78,NAFDAC Market Survey Sample 2012
476,17-Feb-12,,2012,Kebbi,Zuru,,,11.4384,5.2319,Maize,KB924M,,,3.21,4.25,5.82,1.16,14.44,NAFDAC Market Survey Sample 2012
477,17-Feb-12,,2012,Kebbi,Argungu,,,11.7295,3.7121,Maize,KB925M,,,1.23,4.27,0,0,5.5,NAFDAC Market Survey Sample 2012
478,17-Feb-12,,2012,Kebbi,Yauri,,,10.9925,4.5212,Maize,KB926M,,,4.89,15.26,2.79,0,22.94,NAFDAC Market Survey Sample 2012
479,17-Feb-12,,2012,Kebbi,Arewa Dandi,,,12.6857,4.0815,Maize,KB927M,,,7.32,3.22,7.22,2.24,20,NAFDAC Market Survey Sample 2012
480,17-Feb-12,,2012,Kebbi,Maiyama,,,11.8103,4.3565,Maize,KB928M,,,0.97,2.21,1.4,4.59,9.17,NAFDAC Market Survey Sample 2012
481,17-Feb-12,,2012,Kebbi,Yauri,,,10.9925,4.5212,Maize,KB929M,,,9.95,3.73,0,0,13.68,NAFDAC Market Survey Sample 2012
482,17-Feb-12,,2012,Kebbi,Gwandu,,,12.4986,4.6425,Maize,KB930M,,,7.35,1.61,2.96,0.66,12.58,NAFDAC Market Survey Sample 2012
483,17-Feb-12,,2012,Kebbi,Suru,,,11.9253,4.1834,Maize,KB931M,,,6.17,1.9,0,0,8.07,NAFDAC Market Survey Sample 2012
484,17-Feb-12,,2012,Kebbi,Suru,,,11.9253,4.1834,Maize,KB932M,,,2.41,4.16,14.99,2.74,24.3,NAFDAC Market Survey Sample 2012
485,17-Feb-12,,2012,Kebbi,Gwandu,,,12.4986,4.6425,Maize,KB933M,,,3.17,6.16,22.16,0.72,32.21,NAFDAC Market Survey Sample 2012
486,17-Feb-12,,2012,Kebbi,Sakaba,,,11.0655,5.5965,Maize,KB934M,,,16.81,2.23,15.09,1.24,35.37,NAFDAC Market Survey Sample 2012
487,17-Feb-12,,2012,Kebbi,Augie ,,,12.8932,4.5999,Maize,KB935M,,,11.26,9.21,2.89,1.82,25.18,NAFDAC Market Survey Sample 2012
488,17-Feb-12,,2012,Kebbi,Dandi,,,11.7295,3.7121,Maize,KB936M,,,24.04,1.98,0,0,26.02,NAFDAC Market Survey Sample 2012
489,17-Feb-12,,2012,Kebbi,Maiyama,,,11.8103,4.3565,Maize,KB937M,,,2.72,1.98,0,0,4.7,NAFDAC Market Survey Sample 2012
490,17-Feb-12,,2012,Kebbi,Augie ,,,12.8932,4.5999,Maize,KB938M,,,3.66,8.86,1.98,1.62,16.12,NAFDAC Market Survey Sample 2012
271,13-Feb-12,,2012,Kogi,Adavi,,,7.672,6.429,Maize,KG541M,,,8,4.21,0,0,12.21,NAFDAC Market Survey Sample 2012
272,13-Feb-12,,2012,Kogi,Kabba/Bunu,,,8.2175,6.1951,Maize,KG542M,,,13.66,1.65,0,0,15.31,NAFDAC Market Survey Sample 2012
273,13-Feb-12,,2012,Kogi,Kogi,,,7.7337,6.6906,Maize,KG543M,,,365.63,34.76,0,0,400.39,NAFDAC Market Survey Sample 2012
274,13-Feb-12,,2012,Kogi,Ibaji,,,6.8302,6.7922,Maize,KG544M,,,310.33,36.5,0,0,346.83,NAFDAC Market Survey Sample 2012
275,13-Feb-12,,2012,Kogi,Dekina,,,7.5948,7.2221,Maize,KG545M,,,7.72,2.85,0,0,10.57,NAFDAC Market Survey Sample 2012
276,13-Feb-12,,2012,Kogi,Adavi,,,7.672,6.429,Maize,KG546M,,,4.01,1.74,0,0,5.75,NAFDAC Market Survey Sample 2012
277,13-Feb-12,,2012,Kogi,Adavi,,,7.672,6.429,Maize,KG547M,,,43.64,3.85,5.66,0,53.15,NAFDAC Market Survey Sample 2012
278,13-Feb-12,,2012,Kogi,Mopa-Muro,,,8.1355,5.8565,Maize,KG548M,,,6.22,0,0,0,6.22,NAFDAC Market Survey Sample 2012
279,13-Feb-12,,2012,Kogi,Dekina,,,7.5948,7.2221,Maize,KG549M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
280,13-Feb-12,,2012,Kogi,Kabba/Bunu,,,8.2175,6.1951,Maize,KG550M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
281,13-Feb-12,,2012,Kogi,Igalamela-Odolu,,,7.0825,7.0498,Maize,KG551M,,,42.94,14.01,3.84,1.13,61.92,NAFDAC Market Survey Sample 2012
282,13-Feb-12,,2012,Kogi,Idah,,,7.1138,6.744,Maize,KG552M,,,6.06,2.16,3.67,0,11.89,NAFDAC Market Survey Sample 2012
283,13-Feb-12,,2012,Kogi,Dekina,,,7.5948,7.2221,Maize,KG553M,,,6.13,1.43,3.39,0,10.95,NAFDAC Market Survey Sample 2012
284,13-Feb-12,,2012,Kogi,Ogori Magongo,,,7.471,6.1633,Maize,KG554M,,,11.66,0,0,0,11.66,NAFDAC Market Survey Sample 2012
285,13-Feb-12,,2012,Kogi,Ibaji,,,6.8302,6.7922,Maize,KG555M,,,7.88,3.24,0,0,11.12,NAFDAC Market Survey Sample 2012
286,13-Feb-12,,2012,Kogi,Ijumu,,,7.8737,5.941,Maize,KG556M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
287,13-Feb-12,,2012,Kogi,Okene,,,7.5614,6.2429,Maize,KG557M,,,265.08,27.01,29.35,7.56,329,NAFDAC Market Survey Sample 2012
288,13-Feb-12,,2012,Kogi,Igalamela-Odolu,,,7.0825,7.0498,Maize,KG558M,,,4.01,1.73,0,0,5.74,NAFDAC Market Survey Sample 2012
289,13-Feb-12,,2012,Kogi,Ofu,,,7.3396,7.0498,Maize,KG559M,,,20.94,3.99,32.31,4.96,62.2,NAFDAC Market Survey Sample 2012
290,13-Feb-12,,2012,Kogi,Ofu,,,7.3396,7.0498,Maize,KG560M,,,0.96,5.42,0,0,6.38,NAFDAC Market Survey Sample 2012
291,13-Feb-12,,2012,Kogi,Okene,,,7.5614,6.2429,Maize,KG561M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
292,13-Feb-12,,2012,Kogi,Lokoja,,,7.8023,6.7333,Maize,KG562M,,,15.29,5.17,0,0,20.46,NAFDAC Market Survey Sample 2012
293,13-Feb-12,,2012,Kogi,Idah,,,7.1138,6.744,Maize,KG563M,,,5.12,2.04,0,0,7.16,NAFDAC Market Survey Sample 2012
294,13-Feb-12,,2012,Kogi,Mopa-Muro,,,8.1355,5.8565,Maize,KG564M,,,3.57,7.39,0,0,10.96,NAFDAC Market Survey Sample 2012
295,13-Feb-12,,2012,Kogi,Mopa-Muro,,,8.1355,5.8565,Maize,KG565M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
296,13-Feb-12,,2012,Kogi,Idah,,,7.1138,6.744,Maize,KG566M,,,0.78,3.31,0,0,4.09,NAFDAC Market Survey Sample 2012
297,13-Feb-12,,2012,Kogi,Okehi,,,7.7164,6.3439,Maize,KG567M,,,2.43,4.69,4.34,1.49,12.95,NAFDAC Market Survey Sample 2012
298,13-Feb-12,,2012,Kogi,Okehi,,,7.7164,6.3439,Maize,KG568M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
299,13-Feb-12,,2012,Kogi,Igalamela-Odolu,,,7.0825,7.0498,Maize,KG569M,,,0,0,0,0,0,NAFDAC Market Survey Sample 2012
300,13-Feb-12,,2012,Kogi,Ijumu,,,7.8737,5.941,Maize,KG570M,,,6.34,3.02,0,0,9.36,NAFDAC Market Survey Sample 2012
